starttime	seconds	ctime	dtime	ttime	wait
Wed Sep 08 17:37:55 2021	1631115475	0	1797	1797	1797
Wed Sep 08 17:37:47 2021	1631115467	0	1803	1803	1802
Wed Sep 08 17:37:47 2021	1631115467	0	1805	1805	1804
Wed Sep 08 17:37:42 2021	1631115462	0	1807	1808	1807
Wed Sep 08 17:37:49 2021	1631115469	0	1812	1812	1811
Wed Sep 08 17:37:51 2021	1631115471	0	1813	1813	1813
Wed Sep 08 17:37:51 2021	1631115471	0	1815	1815	1814
Wed Sep 08 17:37:41 2021	1631115461	0	1816	1816	1737
Wed Sep 08 17:37:46 2021	1631115466	0	1818	1818	1818
Wed Sep 08 17:37:51 2021	1631115471	0	1820	1820	1820
Wed Sep 08 17:37:53 2021	1631115473	0	1821	1822	1821
Wed Sep 08 17:37:54 2021	1631115474	0	1833	1834	1829
Wed Sep 08 17:37:54 2021	1631115474	0	1839	1839	1831
Wed Sep 08 17:37:54 2021	1631115474	0	1842	1842	1840
Wed Sep 08 17:37:54 2021	1631115474	0	1848	1848	1847
Wed Sep 08 17:37:39 2021	1631115459	0	1848	1848	1847
Wed Sep 08 17:37:53 2021	1631115473	0	1851	1851	1850
Wed Sep 08 17:37:46 2021	1631115466	0	1855	1855	1854
Wed Sep 08 17:37:38 2021	1631115458	5	1852	1858	1852
Wed Sep 08 17:37:40 2021	1631115460	0	1860	1860	1860
Wed Sep 08 17:37:38 2021	1631115458	0	1863	1863	1862
Wed Sep 08 17:37:41 2021	1631115461	0	1871	1871	1838
Wed Sep 08 17:37:49 2021	1631115469	0	1887	1887	1886
Wed Sep 08 17:37:51 2021	1631115471	0	1887	1887	1886
Wed Sep 08 17:37:46 2021	1631115466	0	1891	1891	1890
Wed Sep 08 17:37:46 2021	1631115466	0	1898	1898	1898
Wed Sep 08 17:37:49 2021	1631115469	0	1899	1899	1898
Wed Sep 08 17:37:42 2021	1631115462	1	1906	1908	1906
Wed Sep 08 17:37:53 2021	1631115473	0	1913	1913	1912
Wed Sep 08 17:37:53 2021	1631115473	0	1915	1915	1901
Wed Sep 08 17:37:55 2021	1631115475	0	1915	1916	1915
Wed Sep 08 17:37:46 2021	1631115466	0	1918	1918	1917
Wed Sep 08 17:37:51 2021	1631115471	0	1924	1924	1923
Wed Sep 08 17:37:42 2021	1631115462	0	1936	1936	1935
Wed Sep 08 17:37:42 2021	1631115462	0	1937	1937	1937
Wed Sep 08 17:37:40 2021	1631115460	0	1942	1942	1941
Wed Sep 08 17:37:41 2021	1631115461	0	1947	1948	1947
Wed Sep 08 17:37:54 2021	1631115474	0	1954	1954	1622
Wed Sep 08 17:37:45 2021	1631115465	0	1956	1956	1954
Wed Sep 08 17:37:49 2021	1631115469	0	1960	1960	1960
Wed Sep 08 17:37:49 2021	1631115469	0	1961	1961	1960
Wed Sep 08 17:37:42 2021	1631115462	0	1962	1962	1961
Wed Sep 08 17:37:39 2021	1631115459	0	1962	1962	1961
Wed Sep 08 17:37:40 2021	1631115460	0	1962	1962	1962
Wed Sep 08 17:37:51 2021	1631115471	0	1965	1965	1964
Wed Sep 08 17:37:39 2021	1631115459	4	1961	1965	1961
Wed Sep 08 17:37:46 2021	1631115466	0	1966	1967	1966
Wed Sep 08 17:37:40 2021	1631115460	0	1967	1967	1822
Wed Sep 08 17:37:51 2021	1631115471	0	1980	1980	1803
Wed Sep 08 17:37:44 2021	1631115464	0	1983	1984	1983
Wed Sep 08 17:37:54 2021	1631115474	0	1990	1990	1990
Wed Sep 08 17:37:45 2021	1631115465	0	2001	2001	2000
Wed Sep 08 17:37:38 2021	1631115458	0	2026	2026	1135
Wed Sep 08 17:37:48 2021	1631115468	0	2030	2030	2029
Wed Sep 08 17:37:38 2021	1631115458	4	2032	2036	1496
Wed Sep 08 17:37:46 2021	1631115466	0	2044	2044	2043
Wed Sep 08 17:37:51 2021	1631115471	0	2046	2046	2043
Wed Sep 08 17:37:49 2021	1631115469	0	2052	2052	2052
Wed Sep 08 17:37:44 2021	1631115464	0	2054	2054	2053
Wed Sep 08 17:37:48 2021	1631115468	0	2056	2056	2055
Wed Sep 08 17:37:51 2021	1631115471	0	2058	2058	2057
Wed Sep 08 17:37:48 2021	1631115468	0	2058	2058	2057
Wed Sep 08 17:37:40 2021	1631115460	0	2088	2088	2087
Wed Sep 08 17:37:46 2021	1631115466	0	2101	2101	2100
Wed Sep 08 17:37:39 2021	1631115459	0	2101	2101	2100
Wed Sep 08 17:37:38 2021	1631115458	0	2108	2108	2107
Wed Sep 08 17:37:44 2021	1631115464	0	2121	2121	2121
Wed Sep 08 17:37:39 2021	1631115459	0	2136	2136	2136
Wed Sep 08 17:37:40 2021	1631115460	0	2137	2137	1993
Wed Sep 08 17:37:38 2021	1631115458	5	2134	2140	1594
Wed Sep 08 17:37:54 2021	1631115474	0	2140	2140	2139
Wed Sep 08 17:37:49 2021	1631115469	0	2149	2149	2149
Wed Sep 08 17:37:51 2021	1631115471	0	2169	2169	2168
Wed Sep 08 17:37:49 2021	1631115469	0	2174	2174	2173
Wed Sep 08 17:37:45 2021	1631115465	0	2181	2181	2180
Wed Sep 08 17:37:45 2021	1631115465	0	2203	2203	2203
Wed Sep 08 17:37:48 2021	1631115468	0	2224	2224	2223
Wed Sep 08 17:37:46 2021	1631115466	0	2226	2226	2226
Wed Sep 08 17:37:54 2021	1631115474	0	2227	2227	2226
Wed Sep 08 17:37:44 2021	1631115464	0	2251	2251	2250
Wed Sep 08 17:37:43 2021	1631115463	0	2261	2261	1699
Wed Sep 08 17:37:40 2021	1631115460	0	2265	2265	2263
Wed Sep 08 17:37:40 2021	1631115460	0	2323	2323	2323
Wed Sep 08 17:37:48 2021	1631115468	0	2330	2330	2329
Wed Sep 08 17:37:54 2021	1631115474	0	2334	2335	2334
Wed Sep 08 17:37:49 2021	1631115469	0	2364	2364	2364
Wed Sep 08 17:37:50 2021	1631115470	0	2427	2427	2426
Wed Sep 08 17:37:39 2021	1631115459	0	2467	2467	2467
Wed Sep 08 17:37:48 2021	1631115468	0	2479	2479	2479
Wed Sep 08 17:37:47 2021	1631115467	0	2494	2494	1940
Wed Sep 08 17:37:48 2021	1631115468	0	2498	2498	2497
Wed Sep 08 17:37:43 2021	1631115463	0	2515	2515	2223
Wed Sep 08 17:37:54 2021	1631115474	0	2550	2550	2550
Wed Sep 08 17:37:54 2021	1631115474	0	2575	2575	2575
Wed Sep 08 17:37:49 2021	1631115469	0	2588	2589	2588
Wed Sep 08 17:37:48 2021	1631115468	0	2628	2628	2627
Wed Sep 08 17:37:54 2021	1631115474	0	2636	2636	2590
Wed Sep 08 17:37:48 2021	1631115468	0	2671	2671	2671
Wed Sep 08 17:37:54 2021	1631115474	0	2679	2679	2679
Wed Sep 08 17:37:47 2021	1631115467	0	2702	2703	2702
Wed Sep 08 17:37:53 2021	1631115473	0	2773	2773	2771
Wed Sep 08 17:37:53 2021	1631115473	0	3236	3236	3236
Wed Sep 08 17:37:53 2021	1631115473	0	3252	3252	3251
